475,SANDTON CITY JHB,The Capital Empire,-26.1128837,28.0514642,4.4,ChIJTbVsBc0MlR4RQyNG_e1TYxY
475,SANDTON CITY JHB,KAUAI Sandton,-26.1083891,28.0532593,3.3,ChIJOzSKPTJzlR4R2FsCzYP5JTQ
475,SANDTON CITY JHB,Deli One.,-26.10846,28.050938,3.1,ChIJZ_LE4jJzlR4RVxinTLB5coY
475,SANDTON CITY JHB,Piccolo Mondo,-26.108619,28.053124,4.3,ChIJZc_EFy1zlR4R5sfu_ovWOVQ
475,SANDTON CITY JHB,Ocean Basket Sandton City,-26.1103814,28.052452,4,ChIJm0GIuzJzlR4RwnqCxklSYZU
475,SANDTON CITY JHB,Tikka & Kebab,-26.1075,28.0527,2.9,ChIJ4918EzJzlR4RxrSLCIZmEd4
475,SANDTON CITY JHB,Fung Shing,-26.1082,28.0506,2.5,ChIJ4918EzJzlR4R1h_3C21cTZE
475,SANDTON CITY JHB,Steers,-26.1100509,28.05373509999999,2.6,ChIJU76PuzJzlR4ROVH-diXMO24
475,SANDTON CITY JHB,WANGTHAI,-26.1070993,28.0544981,4.1,ChIJZc_EFy1zlR4RjVOXrlKe0mg
475,SANDTON CITY JHB,Popeyes Louisiana Kitchen - Sandton City,-26.1089713,28.0525617,3.8,ChIJw4eTvjJzlR4RRXAhN8VDl9U
475,SANDTON CITY JHB,Debonairs Pizza,-26.108742,28.052636,3.6,ChIJ4918EzJzlR4RCdplxJpgjLk
475,SANDTON CITY JHB,Europa,-26.1098203,28.0518508,0,ChIJW3kSlSoNlR4RqFg-9Pr7MXs
475,SANDTON CITY JHB,Nando's Sandton City,-26.109439,28.053061,3.8,ChIJAWO8rzJzlR4R6mVgiS-_gkw
475,SANDTON CITY JHB,Global Wrapps,-26.1098974,28.0525804,0,ChIJGbqpFjJzlR4R44jp2up1_BM
475,SANDTON CITY JHB,Raggazzi,-26.1102057,28.0520868,0,ChIJwehEiNIMlR4Rqf063UEEtOA
475,SANDTON CITY JHB,San Deck, Bar & Restaurant,-26.1074728,28.0516855,4.4,ChIJx5EmWTJzlR4RkObN-QsA818
475,SANDTON CITY JHB,Fishaways,-26.1096397,28.0536963,3,ChIJDRk5biVzlR4RM2xE0AYNwy4
475,SANDTON CITY JHB,Nonnas Italian Kitchen - Sandton,-26.107453,28.052775,3.7,ChIJwwzYhDJzlR4RGRkSntUKJ08
475,SANDTON CITY JHB,Maximillien,-26.1073507,28.0532784,4.5,ChIJk_0siS1zlR4RuNjz9iV7zfk
475,SANDTON CITY JHB,Liberta,-26.107751,28.0543804,0,ChIJF49AZS1zlR4RKEbxg_CQ-Rc
475,SANDTON CITY JHB,Krunch,-26.107359,28.05025,3.8,ChIJaSQtsjNzlR4RIrIyKtNPO-U
475,SANDTON CITY JHB,Atrium,-26.106624,28.0525549,4.6,ChIJIRJaYzJzlR4RikHzkEXB7jA
475,SANDTON CITY JHB,Trumps Grillhouse and Butchery,-26.1076798,28.0545967,4.5,ChIJTbQjei1zlR4RRGazzSPEFTQ
475,SANDTON CITY JHB,The ROYAL INDIA,-26.1066968,28.0535955,4,ChIJo6RUeDJzlR4RmJTO2_WbV-4
475,SANDTON CITY JHB,Hard Rock Cafe,-26.1079786,28.0549033,4.6,ChIJEaZajy1zlR4RMdZVNXz6Ve4
475,SANDTON CITY JHB,Haagen-Dazs,-26.1089,28.0553,4.2,ChIJGbqpFjJzlR4RwM6ooIbKSYI
475,SANDTON CITY JHB,RocoMamas Nelson Mandela Square - Halaal,-26.1076946,28.0553738,4.3,ChIJCzFzYy1zlR4RXi0LV5UTb_Q
475,SANDTON CITY JHB,The Butcher Shop & Grill,-26.1068643,28.0551382,4.3,ChIJZc_EFy1zlR4RteEtcm5a9ZE
475,SANDTON CITY JHB,The Grillhouse Sandton,-26.1069521,28.0499525,4.5,ChIJAw7GSNVylR4RPYMzEc0CK6A
475,SANDTON CITY JHB,Riffs,-26.1055915,28.0544706,4.1,ChIJpbn98C1zlR4RuiB12OxlMN4
475,SANDTON CITY JHB,Vilamoura,-26.106036,28.052669,4,ChIJCR0liTJzlR4RXtekQGjYHXc
475,SANDTON CITY JHB,Pizza Hut Sandton,-26.10913,28.05705,3.5,ChIJxw9U0yxzlR4R9_aeFLNNsNQ
475,SANDTON CITY JHB,Mugg & Bean,-26.1086387,28.0533934,4.2,ChIJFw1_FDJzlR4RhrtDPg8I79o
475,SANDTON CITY JHB,Doppio Zero Sandton City,-26.1093227,28.053005,4.2,ChIJBxS_h9IMlR4RGYAOmNzKH7o
475,SANDTON CITY JHB,Akhalwaya's,-26.1082,28.0506,3.9,ChIJ4918EzJzlR4R-8oRHs27Wjg
475,SANDTON CITY JHB,Golden Rose,-26.1090617,28.052351,3.3,ChIJMyH6GX1zlR4RkacveHnxGRI
475,SANDTON CITY JHB,ADEGA EXPRESS SANDTON CITY,-26.1087566,28.0523583,3.1,ChIJK8JdlTJzlR4R_HyfgzZDxpc
475,SANDTON CITY JHB,Veggie Shack Sandton,-26.1087959,28.052474,3.9,ChIJm0GIuzJzlR4RYp_aG5yZL5Q
475,SANDTON CITY JHB,Sticky Waffle Sandton City,-26.1085898,28.0520776,4.5,ChIJtXfOM3FzlR4RZFJvXzWNXlg
475,SANDTON CITY JHB,Wimpy,-26.108679,28.052653,3.1,ChIJm8jq0Y5zlR4RKfg_aLs5rRk
475,SANDTON CITY JHB,Wine On The Square,-26.1083604,28.0520917,0,ChIJ881-gy1zlR4RIFpQI8Yk1dQ
475,SANDTON CITY JHB,Anat Sandton City,-26.1087991,28.0529666,3,ChIJ4918EzJzlR4RqrYZ4cCJRtI
475,SANDTON CITY JHB,KAUAI Checkers Sandton City,-26.1093227,28.053005,0,ChIJCx-5dYBzlR4R_oq4Y8oA-PE
